record_id,employee_id,employee_name,department,pay_period_start,pay_period_end,payment_date,gross_pay,overtime_hours,overtime_pay,benefits_premium,deductions,net_pay,eft_reference,bank_account,payment_status
1499,E1208,Employee_208,Pension,08/13/2025,08/26/2025,08/28/2025,5063.39,0.06,5.69,200,769.35,4094.04,EFT239158,XXXX003,Paid
1500,E1046,Employee_46,Finance,08/27/2025,09/09/2025,09/11/2025,3395.3,0.43,27.16,0,748.66,2646.64,EFT603088,XXXX003,Paid
1501,E1235,Employee_235,Customer Service,09/10/2025,09/23/2025,09/25/2025,3323.03,1.36,82.63,50,769.4,2503.63,EFT698087,XXXX999,Paid
1502,E1232,Employee_232,Payroll Ops,09/24/2025,10/07/2025,10/09/2025,6382.72,0.35,41.61,50,1223.13,5109.59,EFT909327,XXXX002,Paid
1503,E1207,Employee_207,Pension,10/08/2025,10/21/2025,10/23/2025,3675.38,0.25,17.15,120,578.71,2976.67,EFT928226,XXXX003,Paid
1504,E1000,Employee_0,Customer Service,10/22/2025,11/04/2025,11/06/2025,3438.72,0.17,10.93,200,714.1,2524.62,EFT757776,XXXX001,Paid
1505,E1170,Employee_170,HR,11/05/2025,11/18/2025,11/20/2025,3410.37,0.03,1.92,50,823.04,2537.33,EFT134303,XXXX003,Paid
1506,E1138,Employee_138,IT,11/19/2025,12/02/2025,12/04/2025,5294.29,0.54,53.07,75,1304.61,3914.68,EFT742254,XXXX999,Paid
1507,E1106,Employee_106,Customer Service,12/03/2025,12/16/2025,12/18/2025,4985.64,0.04,3.74,200,802.12,3983.52,EFT817923,XXXX001,Paid
1508,E1171,Employee_171,IT,12/17/2025,12/30/2025,01/01/2026,3155.2,0.39,22.9,75,721.14,2359.06,EFT157474,XXXX999,Paid
1509,E1186,Employee_186,Finance,01/01/2025,01/14/2025,01/16/2025,4268.56,0.29,23.08,120,886.51,3262.05,EFT216356,XXXX004,Paid
1510,E1020,Employee_20,Benefits,01/15/2025,01/28/2025,01/30/2025,5632.24,0.88,91.42,200,1250.18,4182.06,EFT484232,XXXX002,Paid
1511,E1034,Employee_34,HR,01/29/2025,02/11/2025,02/13/2025,3474.91,0.01,0.65,120,663.76,2691.15,EFT843793,XXXX002,Paid
1512,E1171,Employee_171,Pension,02/12/2025,02/25/2025,02/27/2025,4440.99,2.16,172.86,75,982.45,3383.54,EFT665847,XXXX001,Paid
1513,E1297,Employee_297,Customer Service,02/26/2025,03/11/2025,03/13/2025,2243.39,0.09,3.78,200,362.37,1681.02,EFT836984,XXXX002,Paid
1514,E1115,Employee_115,Benefits,03/12/2025,03/25/2025,03/27/2025,3802.37,1.13,78.89,50,568.75,3183.62,EFT469844,XXXX003,Paid
1515,E1216,Employee_216,Benefits,03/26/2025,04/08/2025,04/10/2025,4680.29,0.15,13.13,120,1017.43,3542.86,EFT157105,XXXX001,Paid
1516,E1231,Employee_231,Payroll Ops,04/09/2025,04/22/2025,04/24/2025,3331.48,0.18,11.21,50,738.21,2543.27,EFT625808,XXXX999,Paid
1517,E1240,Employee_240,IT,04/23/2025,05/06/2025,05/08/2025,4328.14,0.13,10.52,120,654.49,3553.65,EFT657742,XXXX999,Paid
1518,E1231,Employee_231,HR,05/07/2025,05/20/2025,05/22/2025,4152.81,1.05,80.18,200,714.61,3238.2,EFT486028,XXXX001,Paid
1519,E1234,Employee_234,Finance,05/21/2025,06/03/2025,06/05/2025,2005.69,3.45,121.86,200,404.94,1400.75,EFT184064,XXXX004,Paid
1520,E1147,Employee_147,Finance,06/04/2025,06/17/2025,06/19/2025,3944.94,0.29,21.33,75,698.14,3171.8,EFT214677,XXXX002,Paid
1521,E1075,Employee_75,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,3361.4,1.73,105.61,75,775.66,2510.74,EFT257808,XXXX002,Paid
1522,E1011,Employee_11,Benefits,07/02/2025,07/15/2025,07/17/2025,3886.71,0.68,48.93,50,698.02,3138.69,EFT536770,XXXX999,Paid
1523,E1242,Employee_242,Benefits,07/16/2025,07/29/2025,07/31/2025,2999.55,0.1,5.61,120,565.71,2313.84,EFT540538,XXXX004,Paid
1524,E1010,Employee_10,Benefits,07/30/2025,08/12/2025,08/14/2025,4607.93,0.22,18.93,75,729.57,3803.36,EFT298244,XXXX001,Paid
1525,E1118,Employee_118,Customer Service,08/13/2025,08/26/2025,08/28/2025,3853.03,0.09,6.49,50,961.58,2841.45,EFT644861,XXXX003,Paid
1526,E1175,Employee_175,IT,08/27/2025,09/09/2025,09/11/2025,3989.07,0,0,0,965.61,3023.46,EFT777433,XXXX003,Paid
1527,E1271,Employee_271,Customer Service,09/10/2025,09/23/2025,09/25/2025,4267.31,0.24,19.12,120,1039.9,3107.41,EFT675111,XXXX004,Paid
1528,E1290,Employee_290,Pension,09/24/2025,10/07/2025,10/09/2025,5097.29,0.24,22.84,50,921.29,4126,EFT927691,XXXX003,Paid
1529,E1133,Employee_133,Pension,10/08/2025,10/21/2025,10/23/2025,4950.28,1.76,158.14,200,910.97,3839.31,EFT607765,XXXX003,Failed
1530,E1024,Employee_24,Pension,10/22/2025,11/04/2025,11/06/2025,5174.94,0.35,33.74,200,825.08,4149.86,EFT470274,XXXX003,Paid
1531,E1085,Employee_85,HR,11/05/2025,11/18/2025,11/20/2025,4390.87,0.67,54.48,50,716.12,3624.75,EFT268600,XXXX999,Paid
1532,E1089,Employee_89,Customer Service,11/19/2025,12/02/2025,12/04/2025,2695.94,1.28,63.19,120,608,1967.94,EFT842508,XXXX002,Paid
1533,E1059,Employee_59,Finance,12/03/2025,12/16/2025,12/18/2025,3768.27,0.16,11.27,120,590,3058.27,EFT432006,XXXX999,Paid
1534,E1133,Employee_133,Benefits,12/17/2025,12/30/2025,01/01/2026,4108.68,0.35,26.79,0,848.45,3260.23,EFT293458,XXXX002,Paid
1535,E1017,Employee_17,IT,01/01/2025,01/14/2025,01/16/2025,4313.49,0.15,12.1,50,1063.34,3200.15,EFT432339,XXXX003,Paid
1536,E1229,Employee_229,HR,01/15/2025,01/28/2025,01/30/2025,4983.98,0.14,13.05,120,1069.11,3794.87,EFT270495,XXXX999,Paid
1537,E1012,Employee_12,Payroll Ops,01/29/2025,02/11/2025,02/13/2025,5818.07,1.13,120.71,50,951.01,4817.06,EFT623676,XXXX002,Paid
1538,E1163,Employee_163,Pension,02/12/2025,02/25/2025,02/27/2025,4488.98,0.17,14.26,0,993.44,3495.54,EFT104502,XXXX999,Failed
1539,E1169,Employee_169,IT,02/26/2025,03/11/2025,03/13/2025,4144.13,0.15,11.62,75,627.35,3441.78,EFT839719,XXXX003,Paid
1540,E1148,Employee_148,Customer Service,03/12/2025,03/25/2025,03/27/2025,3454.54,0.41,26.35,75,526.99,2852.55,EFT701596,XXXX002,Paid
1541,E1226,Employee_226,Benefits,03/26/2025,04/08/2025,04/10/2025,4729.54,3.75,310.7,50,871.83,3807.71,EFT822622,XXXX001,Paid
1542,E1020,Employee_20,Pension,04/09/2025,04/22/2025,04/24/2025,4780.2,0.59,52.3,200,1170.04,3410.16,EFT810943,XXXX999,Paid
1543,E1012,Employee_12,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,4454.21,3.19,251.38,75,773.72,3605.49,EFT747518,XXXX002,Paid
1544,E1047,Employee_47,Benefits,05/07/2025,05/20/2025,05/22/2025,5490.08,1.84,183.09,75,981.8,4433.28,EFT157706,XXXX999,Paid
1545,E1298,Employee_298,HR,05/21/2025,06/03/2025,06/05/2025,6283.55,0.85,98.57,200,1312.41,4771.14,EFT332934,XXXX003,Paid
1546,E1042,Employee_42,HR,06/04/2025,06/17/2025,06/19/2025,5353.64,0.75,74.24,120,1077.63,4156.01,EFT990714,XXXX004,Paid
1547,E1044,Employee_44,HR,06/18/2025,07/01/2025,07/03/2025,4241.08,0.05,3.97,120,723.49,3397.59,EFT513583,XXXX002,Paid
1548,E1261,Employee_261,Finance,07/02/2025,07/15/2025,07/17/2025,5537.92,0.67,68.71,200,876.44,4461.48,EFT799155,XXXX003,Paid
1549,E1218,Employee_218,Benefits,07/16/2025,07/29/2025,07/31/2025,3451.38,0.29,18.67,75,845.97,2530.41,EFT504868,XXXX003,Paid
1550,E1176,Employee_176,Benefits,07/30/2025,08/12/2025,08/14/2025,4346.37,1.01,80.78,120,937.72,3288.65,EFT423050,XXXX004,Paid
1551,E1044,Employee_44,Pension,08/13/2025,08/26/2025,08/28/2025,5202.07,0.97,92.92,50,925.53,4226.54,EFT863209,XXXX004,Paid
1552,E1212,Employee_212,Customer Service,08/27/2025,09/09/2025,09/11/2025,3181.54,1.22,71.15,75,662.88,2443.66,EFT563999,XXXX003,Paid
1553,E1217,Employee_217,IT,09/10/2025,09/23/2025,09/25/2025,4458.07,0.56,46.32,120,823.82,3514.25,EFT534313,XXXX002,Paid
1554,E1044,Employee_44,Pension,09/24/2025,10/07/2025,10/09/2025,3149.28,0.6,35.04,120,731.41,2297.87,EFT317877,XXXX003,Paid
1555,E1268,Employee_268,Benefits,10/08/2025,10/21/2025,10/23/2025,4243.72,1.04,81.17,200,739.9,3303.82,EFT169327,XXXX999,Paid
1556,E1045,Employee_45,Finance,10/22/2025,11/04/2025,11/06/2025,5308.73,2.17,207.55,200,1051.84,4056.89,EFT529350,XXXX003,Paid
1557,E1284,Employee_284,Payroll Ops,11/05/2025,11/18/2025,11/20/2025,3759.64,0.92,63.75,75,742.69,2941.95,EFT844747,XXXX999,Paid
1558,E1070,Employee_70,Pension,11/19/2025,12/02/2025,12/04/2025,4022.05,0.63,46.96,0,765.72,3256.33,EFT295041,XXXX004,Paid
1559,E1251,Employee_251,Finance,12/03/2025,12/16/2025,12/18/2025,5963.09,0.3,33.35,75,1166.19,4721.9,EFT962767,XXXX003,Paid
1560,E1155,Employee_155,Payroll Ops,12/17/2025,12/30/2025,01/01/2026,3611.35,0.04,2.71,0,894.55,2716.8,EFT686448,XXXX004,Paid
1561,E1001,Employee_1,Pension,01/01/2025,01/14/2025,01/16/2025,2911.97,0.44,23.83,0,488.08,2423.89,EFT375436,XXXX003,Paid
1562,E1241,Employee_241,Finance,01/15/2025,01/28/2025,01/30/2025,3592.21,0.49,32.7,120,622.01,2850.2,EFT785572,XXXX003,Paid
1563,E1251,Employee_251,IT,01/29/2025,02/11/2025,02/13/2025,5550.89,1.39,141,120,1257.93,4172.96,EFT776106,XXXX002,Paid
1564,E1141,Employee_141,Payroll Ops,02/12/2025,02/25/2025,02/27/2025,5526.86,1.62,162.93,200,1330.26,3996.6,EFT169966,XXXX999,Paid
1565,E1297,Employee_297,Payroll Ops,02/26/2025,03/11/2025,03/13/2025,5639.55,0.01,1.06,120,851.48,4668.07,EFT693047,XXXX004,Paid
1566,E1243,Employee_243,IT,03/12/2025,03/25/2025,03/27/2025,4872.04,0.13,11.85,50,946.17,3875.87,EFT958029,XXXX001,Paid
1567,E1294,Employee_294,Finance,03/26/2025,04/08/2025,04/10/2025,4908.52,2.02,179.13,200,1027.98,3680.54,EFT986340,XXXX003,Paid
1568,E1029,Employee_29,Pension,04/09/2025,04/22/2025,04/24/2025,4142.8,0.05,3.88,120,720.27,3302.53,EFT435209,XXXX004,Paid
1569,E1069,Employee_69,Benefits,04/23/2025,05/06/2025,05/08/2025,2001.53,0.7,25.93,75,421.22,1505.31,EFT271241,XXXX001,Paid
1570,E1214,Employee_214,IT,05/07/2025,05/20/2025,05/22/2025,2720.05,0.56,28.26,0,627.24,2092.81,EFT473276,XXXX001,Paid
1571,E1271,Employee_271,IT,05/21/2025,06/03/2025,06/05/2025,3214.26,2.19,126.78,75,625.45,2513.81,EFT180558,XXXX999,Paid
1572,E1093,Employee_93,Customer Service,06/04/2025,06/17/2025,06/19/2025,5429.82,1.01,100.92,200,1240.36,3989.46,EFT199099,XXXX999,Paid
1573,E1278,Employee_278,Benefits,06/18/2025,07/01/2025,07/03/2025,4845.98,0.02,1.82,75,1158.75,3612.23,EFT431570,XXXX003,Paid
1574,E1185,Employee_185,Finance,07/02/2025,07/15/2025,07/17/2025,6481.23,1.06,126.3,75,1583.54,4822.69,EFT660380,XXXX999,Paid
1575,E1073,Employee_73,Finance,07/16/2025,07/29/2025,07/31/2025,4909.05,0.45,41.07,0,1084.23,3824.82,EFT243601,XXXX999,Paid
1576,E1248,Employee_248,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,3787.07,0.8,55.97,0,929.28,2857.79,EFT456844,XXXX002,Paid
1577,E1079,Employee_79,HR,08/13/2025,08/26/2025,08/28/2025,4211.9,0.32,25.12,120,986.8,3105.1,EFT331854,XXXX002,Paid
1578,E1286,Employee_286,HR,08/27/2025,09/09/2025,09/11/2025,2623.13,0.92,44.48,75,592.13,1956,EFT823153,XXXX999,Paid
1579,E1282,Employee_282,IT,09/10/2025,09/23/2025,09/25/2025,4733.2,0.86,75.11,200,838.11,3695.09,EFT893045,XXXX001,Paid
1580,E1039,Employee_39,Finance,09/24/2025,10/07/2025,10/09/2025,4371.01,1.1,88.33,120,730.29,3520.72,EFT958620,XXXX002,Paid
1581,E1245,Employee_245,Benefits,10/08/2025,10/21/2025,10/23/2025,3992.04,0.3,22.33,120,903.08,2968.96,EFT426708,XXXX003,Paid
1582,E1226,Employee_226,HR,10/22/2025,11/04/2025,11/06/2025,4088.7,1.06,79.68,50,957.13,3081.57,EFT648532,XXXX003,Paid
1583,E1155,Employee_155,Finance,11/05/2025,11/18/2025,11/20/2025,3897.41,0.71,51.2,0,637.28,3260.13,EFT880623,XXXX001,Paid
1584,E1072,Employee_72,IT,11/19/2025,12/02/2025,12/04/2025,3567.06,2.36,151.15,0,604.03,2963.03,EFT337580,XXXX003,Paid
1585,E1066,Employee_66,Finance,12/03/2025,12/16/2025,12/18/2025,5869.06,2.27,239.6,0,1134.44,4734.62,EFT545440,XXXX001,Paid
1586,E1247,Employee_247,Customer Service,12/17/2025,12/30/2025,01/01/2026,4892.94,1.19,106.79,75,1036.61,3781.33,EFT552195,XXXX001,Paid
1587,E1016,Employee_16,Customer Service,01/01/2025,01/14/2025,01/16/2025,4774.17,1.66,144.11,75,998.62,3700.55,EFT791838,XXXX999,Paid
1588,E1240,Employee_240,Finance,01/15/2025,01/28/2025,01/30/2025,4098.97,0.18,13.79,200,833.05,3065.92,EFT365302,XXXX001,Paid
1589,E1005,Employee_5,Customer Service,01/29/2025,02/11/2025,02/13/2025,4188.61,0.05,3.92,120,979.68,3088.93,EFT201191,XXXX001,Paid
1590,E1105,Employee_105,HR,02/12/2025,02/25/2025,02/27/2025,5056.85,4.61,402.33,0,713.47,4343.38,EFT309740,XXXX002,Paid
1591,E1014,Employee_14,Finance,02/26/2025,03/11/2025,03/13/2025,6485.22,0.05,6.07,200,1234.74,5050.48,EFT252627,XXXX003,Paid
1592,E1178,Employee_178,Benefits,03/12/2025,03/25/2025,03/27/2025,4183.54,0.03,2.35,50,1037.73,3095.81,EFT268356,XXXX999,Paid
1593,E1123,Employee_123,HR,03/26/2025,04/08/2025,04/10/2025,5049.01,2.37,214.82,75,1117.41,3856.6,EFT697935,XXXX001,Paid
1594,E1296,Employee_296,Customer Service,04/09/2025,04/22/2025,04/24/2025,4520.51,0.05,4.23,120,838.5,3562.01,EFT114663,XXXX999,Paid
1595,E1098,Employee_98,Benefits,04/23/2025,05/06/2025,05/08/2025,3428.75,0.48,30.58,75,695.63,2658.12,EFT280117,XXXX999,Paid
1596,E1050,Employee_50,Pension,05/07/2025,05/20/2025,05/22/2025,4923.68,0.84,76.35,120,977.77,3825.91,EFT628687,XXXX004,Paid
1597,E1094,Employee_94,Payroll Ops,05/21/2025,06/03/2025,06/05/2025,4276.68,0.11,8.8,75,909,3292.68,EFT806242,XXXX001,Paid
1598,E1181,Employee_181,Payroll Ops,06/04/2025,06/17/2025,06/19/2025,3299.68,0.36,22.12,75,809.7,2414.98,EFT544692,XXXX002,Paid
1599,E1208,Employee_208,Finance,06/18/2025,07/01/2025,07/03/2025,3944.67,0.54,39.54,75,751.49,3118.18,EFT898395,XXXX003,Paid
1600,E1056,Employee_56,HR,07/02/2025,07/15/2025,07/17/2025,3775.75,1,69.49,120,580.33,3075.42,EFT242514,XXXX004,Paid
1601,E1147,Employee_147,HR,07/16/2025,07/29/2025,07/31/2025,3322.62,0.39,24.12,200,537.86,2584.76,EFT857215,XXXX001,Paid
1602,E1252,Employee_252,Finance,07/30/2025,08/12/2025,08/14/2025,4943.39,0.37,34.06,0,807.7,4135.69,EFT503472,XXXX003,Paid
1603,E1159,Employee_159,IT,08/13/2025,08/26/2025,08/28/2025,4760.23,0.75,66.01,50,1098.97,3611.26,EFT981946,XXXX004,Paid
1604,E1208,Employee_208,Benefits,08/27/2025,09/09/2025,09/11/2025,4228.34,0.03,2.38,75,975.19,3178.15,EFT996915,XXXX004,Paid
1605,E1035,Employee_35,Customer Service,09/10/2025,09/23/2025,09/25/2025,4459.8,1.54,125.16,50,1050.36,3359.44,EFT941415,XXXX004,Paid
1606,E1188,Employee_188,Pension,09/24/2025,10/07/2025,10/09/2025,4303.32,0.19,15.28,0,1005.76,3297.56,EFT113406,XXXX004,Paid
1607,E1202,Employee_202,Payroll Ops,10/08/2025,10/21/2025,10/23/2025,4253.23,0.21,16.68,200,952.05,3101.18,EFT648051,XXXX001,Paid
1608,E1202,Employee_202,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,5508.89,0.19,19.56,0,908.86,4600.03,EFT828799,XXXX999,Failed
1609,E1086,Employee_86,Finance,11/05/2025,11/18/2025,11/20/2025,3661.38,1.26,84.5,200,861.22,2600.16,EFT481377,XXXX002,Paid
1610,E1206,Employee_206,Finance,11/19/2025,12/02/2025,12/04/2025,3677.87,1.05,71.01,120,842.29,2715.58,EFT344181,XXXX004,Paid
1611,E1142,Employee_142,Customer Service,12/03/2025,12/16/2025,12/18/2025,5193.02,0.65,62.53,75,1244.76,3873.26,EFT848152,XXXX999,Paid
1612,E1204,Employee_204,Benefits,12/17/2025,12/30/2025,01/01/2026,3834.01,0.01,0.72,0,670.96,3163.05,EFT598940,XXXX999,Paid
1613,E1248,Employee_248,HR,01/01/2025,01/14/2025,01/16/2025,4916.71,0.49,44.76,75,1034.52,3807.19,EFT392438,XXXX002,Paid
1614,E1055,Employee_55,Finance,01/15/2025,01/28/2025,01/30/2025,4730.59,2.82,237.57,0,1108.58,3622.01,EFT362867,XXXX004,Paid
1615,E1068,Employee_68,Finance,01/29/2025,02/11/2025,02/13/2025,4170.16,0.07,5.47,0,834.1,3336.06,EFT204441,XXXX001,Paid
1616,E1255,Employee_255,IT,02/12/2025,02/25/2025,02/27/2025,2626.59,0.12,5.9,120,589.73,1916.86,EFT128048,XXXX002,Paid
1617,E1167,Employee_167,Pension,02/26/2025,03/11/2025,03/13/2025,4061.18,0.28,21.21,75,913.44,3072.74,EFT417459,XXXX999,Paid
1618,E1039,Employee_39,IT,03/12/2025,03/25/2025,03/27/2025,2449.74,1,45.09,75,493.91,1880.83,EFT888119,XXXX999,Paid
1619,E1238,Employee_238,Pension,03/26/2025,04/08/2025,04/10/2025,4472.94,0.75,62.03,50,916.12,3506.82,EFT407823,XXXX004,Paid
1620,E1133,Employee_133,HR,04/09/2025,04/22/2025,04/24/2025,5071.32,0.13,12.33,120,1173.05,3778.27,EFT460307,XXXX999,Paid
1621,E1016,Employee_16,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,4522.89,0.33,27.81,50,926.94,3545.95,EFT224921,XXXX004,Paid
1622,E1192,Employee_192,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,3474.95,0,0,120,742.53,2612.42,EFT581984,XXXX001,Paid
1623,E1285,Employee_285,IT,05/21/2025,06/03/2025,06/05/2025,4212.06,2.08,158.1,75,965.54,3171.52,EFT917241,XXXX003,Paid
1624,E1084,Employee_84,Payroll Ops,06/04/2025,06/17/2025,06/19/2025,3838.19,2.28,157.36,120,736.84,2981.35,EFT551601,XXXX002,Paid
1625,E1199,Employee_199,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,2514.27,1.02,47.18,200,417.2,1897.07,EFT901123,XXXX001,Paid
1626,E1251,Employee_251,IT,07/02/2025,07/15/2025,07/17/2025,3608.6,1.25,82.64,75,664.3,2869.3,EFT680684,XXXX999,Paid
1627,E1243,Employee_243,HR,07/16/2025,07/29/2025,07/31/2025,4613.63,0.25,21.53,120,804.54,3689.09,EFT995852,XXXX002,Paid
1628,E1200,Employee_200,Benefits,07/30/2025,08/12/2025,08/14/2025,4939.17,2.03,181.1,0,926.09,4013.08,EFT618721,XXXX999,Failed
1629,E1180,Employee_180,Customer Service,08/13/2025,08/26/2025,08/28/2025,4813.67,0.19,17.09,0,970.49,3843.18,EFT398254,XXXX003,Paid
1630,E1023,Employee_23,Pension,08/27/2025,09/09/2025,09/11/2025,4276.04,0.1,8,75,989.58,3211.46,EFT977589,XXXX003,Paid
1631,E1298,Employee_298,Finance,09/10/2025,09/23/2025,09/25/2025,4368.32,0.17,13.88,75,985.89,3307.43,EFT902364,XXXX003,Paid
1632,E1219,Employee_219,Benefits,09/24/2025,10/07/2025,10/09/2025,4437.96,0.23,19.06,0,707.84,3730.12,EFT474725,XXXX004,Paid
1633,E1125,Employee_125,Pension,10/08/2025,10/21/2025,10/23/2025,3463.97,0.37,23.87,50,585.12,2828.85,EFT346019,XXXX003,Paid
1634,E1033,Employee_33,Customer Service,10/22/2025,11/04/2025,11/06/2025,4804.12,0.29,25.98,200,1028.19,3575.93,EFT419723,XXXX001,Paid
1635,E1010,Employee_10,HR,11/05/2025,11/18/2025,11/20/2025,5091.55,2.88,260.86,50,1114.84,3926.71,EFT441958,XXXX001,Paid
1636,E1216,Employee_216,HR,11/19/2025,12/02/2025,12/04/2025,4945.4,0.94,85.65,50,1090.19,3805.21,EFT639764,XXXX004,Paid
1637,E1240,Employee_240,HR,12/03/2025,12/16/2025,12/18/2025,5429.15,0.64,64.38,200,1086.19,4142.96,EFT123316,XXXX003,Paid
1638,E1199,Employee_199,Benefits,12/17/2025,12/30/2025,01/01/2026,4034.26,0.82,61.09,0,956.29,3077.97,EFT700350,XXXX001,Paid
1639,E1051,Employee_51,IT,01/01/2025,01/14/2025,01/16/2025,3514.66,0.48,31.35,75,732.19,2707.47,EFT807905,XXXX002,Paid
1640,E1257,Employee_257,Customer Service,01/15/2025,01/28/2025,01/30/2025,4429.35,0.96,78.32,75,831.31,3523.04,EFT902059,XXXX003,Paid
1641,E1153,Employee_153,Benefits,01/29/2025,02/11/2025,02/13/2025,4943.92,0.07,6.48,50,956.89,3937.03,EFT557169,XXXX002,Paid
1642,E1038,Employee_38,Customer Service,02/12/2025,02/25/2025,02/27/2025,4617.58,0.42,36.08,50,796.89,3770.69,EFT991640,XXXX999,Paid
1643,E1135,Employee_135,Finance,02/26/2025,03/11/2025,03/13/2025,2842.08,0.31,16.42,50,629.96,2162.12,EFT411762,XXXX999,Paid
1644,E1115,Employee_115,HR,03/12/2025,03/25/2025,03/27/2025,3793.25,0.66,46.37,0,864.91,2928.34,EFT878974,XXXX001,Paid
1645,E1296,Employee_296,Finance,03/26/2025,04/08/2025,04/10/2025,5367.81,0.29,29.03,120,978.06,4269.75,EFT720615,XXXX003,Paid
1646,E1290,Employee_290,Customer Service,04/09/2025,04/22/2025,04/24/2025,3846.31,1.09,77.03,50,864.18,2932.13,EFT656860,XXXX004,Paid
1647,E1177,Employee_177,Customer Service,04/23/2025,05/06/2025,05/08/2025,5146.86,1.65,154.45,75,780.44,4291.42,EFT180385,XXXX003,Paid
1648,E1153,Employee_153,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,3010.51,0.11,6.2,200,633.15,2177.36,EFT795684,XXXX999,Paid
1649,E1212,Employee_212,Payroll Ops,05/21/2025,06/03/2025,06/05/2025,5166.63,0.04,3.87,0,894.8,4271.83,EFT363470,XXXX999,Paid
1650,E1280,Employee_280,Pension,06/04/2025,06/17/2025,06/19/2025,4387.33,1.6,127.79,75,859.15,3453.18,EFT119506,XXXX999,Paid
1651,E1295,Employee_295,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,2045.54,0.28,10.68,200,415.82,1429.72,EFT323297,XXXX004,Paid
1652,E1272,Employee_272,Customer Service,07/02/2025,07/15/2025,07/17/2025,4851.44,0.06,5.45,75,1116.05,3660.39,EFT744268,XXXX004,Paid
1653,E1030,Employee_30,HR,07/16/2025,07/29/2025,07/31/2025,2746.92,0.27,13.84,50,612.45,2084.47,EFT310394,XXXX003,Paid
1654,E1123,Employee_123,Pension,07/30/2025,08/12/2025,08/14/2025,3684.86,0.87,59.14,200,837.13,2647.73,EFT882692,XXXX003,Paid
1655,E1210,Employee_210,Benefits,08/13/2025,08/26/2025,08/28/2025,4835.34,1.09,96.84,120,818.44,3896.9,EFT970542,XXXX001,Paid
1656,E1211,Employee_211,Benefits,08/27/2025,09/09/2025,09/11/2025,2668.42,0.42,20.85,0,608.54,2059.88,EFT963723,XXXX003,Paid
1657,E1131,Employee_131,IT,09/10/2025,09/23/2025,09/25/2025,3405.02,0.21,13.35,200,542.17,2662.85,EFT730437,XXXX002,Paid
1658,E1058,Employee_58,Pension,09/24/2025,10/07/2025,10/09/2025,3476.9,0.21,13.64,50,804.77,2622.13,EFT301238,XXXX001,Paid
1659,E1158,Employee_158,Payroll Ops,10/08/2025,10/21/2025,10/23/2025,3973.64,0.07,5.21,200,829.92,2943.72,EFT608960,XXXX999,Held
1660,E1216,Employee_216,IT,10/22/2025,11/04/2025,11/06/2025,5342.7,1.74,168.8,75,1161.92,4105.78,EFT138801,XXXX002,Paid
1661,E1069,Employee_69,Finance,11/05/2025,11/18/2025,11/20/2025,4369.59,1.24,99.28,200,875.28,3294.31,EFT370948,XXXX003,Paid
1662,E1090,Employee_90,IT,11/19/2025,12/02/2025,12/04/2025,3874.71,1.56,110.11,120,566.24,3188.47,EFT993933,XXXX001,Failed
1663,E1248,Employee_248,Customer Service,12/03/2025,12/16/2025,12/18/2025,4183.2,0.13,10.17,200,860.96,3122.24,EFT120875,XXXX001,Paid
1664,E1042,Employee_42,Benefits,12/17/2025,12/30/2025,01/01/2026,4216.11,2.3,174.3,50,965.4,3200.71,EFT730823,XXXX003,Paid
1665,E1208,Employee_208,Benefits,01/01/2025,01/14/2025,01/16/2025,3259.05,1.16,69.38,0,660.32,2598.73,EFT804299,XXXX001,Paid
1666,E1071,Employee_71,Pension,01/15/2025,01/28/2025,01/30/2025,4155.23,1.58,119.56,200,902.93,3052.3,EFT217369,XXXX999,Paid
1667,E1061,Employee_61,HR,01/29/2025,02/11/2025,02/13/2025,4128.85,1.1,83.44,75,771.82,3282.03,EFT796482,XXXX999,Paid
1668,E1268,Employee_268,Benefits,02/12/2025,02/25/2025,02/27/2025,5119.53,0.27,25.79,0,1063.24,4056.29,EFT620566,XXXX001,Paid
1669,E1062,Employee_62,Customer Service,02/26/2025,03/11/2025,03/13/2025,3962.51,1.97,141.15,0,682.82,3279.69,EFT945872,XXXX003,Paid
1670,E1299,Employee_299,IT,03/12/2025,03/25/2025,03/27/2025,3837.66,0.26,18.62,75,802.7,2959.96,EFT508892,XXXX002,Paid
1671,E1111,Employee_111,Pension,03/26/2025,04/08/2025,04/10/2025,6270.25,0.59,68.61,200,1476.8,4593.45,EFT212002,XXXX002,Paid
1672,E1140,Employee_140,Payroll Ops,04/09/2025,04/22/2025,04/24/2025,5707.93,0.32,34.04,200,1344.73,4163.2,EFT528212,XXXX003,Paid
1673,E1028,Employee_28,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,3278.98,0.45,27.43,50,492.62,2736.36,EFT659383,XXXX003,Paid
1674,E1057,Employee_57,Benefits,05/07/2025,05/20/2025,05/22/2025,4610.82,0.3,25.79,50,712.86,3847.96,EFT672255,XXXX004,Paid
